hospital_name,district,city,speciality,hospital_rating,success_rate,service_readiness_pct,ranking_score,speciality_rank,overall_rank,no_of_patients_treated
Medicare Multispeciality Hospital - Moga,Moga,Malerkotla,General Medicine,4.6,72.3,37.5,86.09,96,1294,97141
Mata Kaushalya Hospital - Amritsar,Amritsar,Patiala,Gynecology,4.6,72.3,37.5,86.09,87,1295,97278
Guru Nanak Hospital - Nawanshahr,Nawanshahr,Muktsar,Orthopedics,4.6,72.3,31.25,86.09,78,1296,97415
Punjab Medical Centre - Rupnagar,Rupnagar,Rupnagar,Dermatology,4.6,72.2,43.75,86.06,90,1297,97552
Apex Hospital - Sangrur,Sangrur,Sangrur,ENT,4.6,72.2,37.5,86.06,93,1298,97689
Fortune Medical Centre - Nawanshahr,Nawanshahr,Firozpur,Gastroenterology,4.6,72.2,31.25,86.06,106,1299,97826
Fortune Healthcare - Patiala,Patiala,Patiala,Pediatrics,4.6,72.2,43.75,86.06,86,1300,97963
City Care Medical Centre - Bathinda,Bathinda,Moga,General Surgery,4.7,67.5,12.5,86.05,68,1301,98100
Sewa Medical Centre - Ferozepur,Ferozepur,Patiala,Neurology,4.7,67.5,18.75,86.05,83,1302,98237
Prime Care Medical Centre - Hoshiarpur,Hoshiarpur,Firozpur,Cardiology,4.6,72.1,37.5,86.03,97,1303,98374
Shaheed Bhagat Singh Hospital - Muktsar,Muktsar,Kapurthala,Dermatology,4.6,72.1,43.75,86.03,91,1304,98511
Lifeline Medical Centre - Gurdaspur,Gurdaspur,Bathinda,Gynecology,4.6,72.1,43.75,86.03,89,1305,98648
Mata Kaushalya Healthcare - Gurdaspur,Gurdaspur,Barnala,Gynecology,4.6,72.1,31.25,86.03,88,1306,98785
City Care Healthcare - Pathankot,Pathankot,Mansa,Neurology,4.6,72.1,43.75,86.03,95,1307,98922
Lifeline Medical Centre - Moga,Moga,Mohali,Oncology,4.6,72.1,37.5,86.03,78,1308,99059
Maharaja Ranjit Singh Multispeciality Hospital - Faridkot,Faridkot,Ludhiana,Orthopedics,4.6,72.1,31.25,86.03,79,1309,99196
City Care Multispeciality Hospital - Bathinda,Bathinda,Mohali,Pediatrics,4.6,72.1,37.5,86.03,87,1310,99333
Mata Kaushalya Multispeciality Hospital - Fazilka,Fazilka,Rajpura,Cardiology,4.7,67.4,18.75,86.02,84,1311,99470
Punjab Hospital - Hoshiarpur,Hoshiarpur,Sangrur,Dermatology,4.7,67.4,18.75,86.02,83,1312,99607
Sewa Medical Centre - Patiala,Patiala,Mohali,General Surgery,4.6,72.0,31.25,86.0,79,1313,99744
Apex Multispeciality Hospital - Hoshiarpur,Hoshiarpur,Barnala,Gynecology,4.6,72.0,37.5,86.0,90,1314,99881
Shivalik Medical Centre - Rupnagar,Rupnagar,Kapurthala,Nephrology,4.6,72.0,37.5,86.0,87,1315,10018
Guru Nanak Multispeciality Hospital - Rupnagar,Rupnagar,Nawanshahr,Pediatrics,4.6,72.0,25.0,86.0,89,1316,10155
Mata Kaushalya Healthcare - Hoshiarpur,Hoshiarpur,Bathinda,Pediatrics,4.6,72.0,31.25,86.0,88,1317,10292
Fortune Hospital - SAS Nagar,SAS Nagar,Rupnagar,Urology,4.6,72.0,43.75,86.0,97,1318,10429
Prime Care Hospital - Barnala,Barnala,Mansa,Dermatology,4.6,71.9,37.5,85.97,92,1319,10566
Fortune Medical Centre - Malerkotla,Malerkotla,Rupnagar,Gastroenterology,4.6,71.9,43.75,85.97,107,1320,10703
Sewa Hospital - Sangrur,Sangrur,Moga,General Medicine,4.6,71.9,25.0,85.97,97,1321,10840
Guru Nanak Hospital - Ludhiana,Ludhiana,Rajpura,Gynecology,4.6,71.9,37.5,85.97,91,1322,10977
Mata Kaushalya Medical Centre - Pathankot,Pathankot,Bathinda,Gynecology,4.6,71.9,31.25,85.97,92,1323,11114
Prime Care Healthcare - Mansa,Mansa,Nawanshahr,Nephrology,4.6,71.9,31.25,85.97,88,1324,11251
Sunrise Multispeciality Hospital - Fazilka,Fazilka,Sangrur,Nephrology,4.6,71.9,31.25,85.97,89,1325,11388
Medicare Hospital - Pathankot,Pathankot,Rupnagar,Orthopedics,4.6,71.9,37.5,85.97,80,1326,11525
City Care Medical Centre - Malerkotla,Malerkotla,Mohali,Pediatrics,4.6,71.9,31.25,85.97,90,1327,11662
Lifeline Medical Centre - SAS Nagar,SAS Nagar,Malerkotla,Neurology,4.7,67.2,18.75,85.96,84,1328,11799
Apex Healthcare - Kapurthala,Kapurthala,Pathankot,Cardiology,4.6,71.8,37.5,85.94,99,1329,11936
Sewa Medical Centre - Gurdaspur,Gurdaspur,Abohar,Cardiology,4.6,71.8,37.5,85.94,98,1330,12073
Maharaja Ranjit Singh Medical Centre - Ferozepur,Ferozepur,Mansa,Gastroenterology,4.6,71.8,37.5,85.94,108,1331,12210
Lifeline Medical Centre - Barnala,Barnala,Rajpura,Nephrology,4.6,71.8,37.5,85.94,90,1332,12347
Sewa Medical Centre - Tarn Taran,Tarn Taran,Nawanshahr,Pediatrics,4.6,71.8,31.25,85.94,91,1333,12484
Guru Nanak Multispeciality Hospital - SAS Nagar,SAS Nagar,Mohali,Oncology,4.7,67.1,18.75,85.93,66,1334,12621
Mata Kaushalya Multispeciality Hospital - Nawanshahr,Nawanshahr,Jalandhar,Neurology,4.5,76.4,50.0,85.92,115,1335,12758
Fortune Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Khanna,Cardiology,4.6,71.7,37.5,85.91,100,1336,12895
Sewa Healthcare - Mansa,Mansa,Nawanshahr,Nephrology,4.6,71.7,31.25,85.91,91,1337,13032
Sunrise Multispeciality Hospital - Muktsar,Muktsar,Pathankot,Ophthalmology,4.6,71.7,31.25,85.91,72,1338,13169
Sunrise Hospital - Bathinda,Bathinda,Abohar,Orthopedics,4.6,71.7,37.5,85.91,81,1339,13306
Punjab Healthcare - Mansa,Mansa,Kapurthala,Pediatrics,4.6,71.7,25.0,85.91,92,1340,13443
Prime Care Healthcare - Moga,Moga,Amritsar,General Medicine,4.7,67.0,12.5,85.9,82,1341,13580
Prime Care Medical Centre - Muktsar,Muktsar,Phagwara,General Surgery,4.7,67.0,18.75,85.9,69,1342,13717
Mata Kaushalya Hospital - Tarn Taran,Tarn Taran,Nawanshahr,General Medicine,4.5,76.3,43.75,85.89,116,1343,13854
Punjab Hospital - Gurdaspur,Gurdaspur,Patiala,Cardiology,4.6,71.6,37.5,85.88,101,1344,13991
Shaheed Bhagat Singh Hospital - Ludhiana,Ludhiana,Phagwara,ENT,4.6,71.6,37.5,85.88,94,1345,14128
Prime Care Healthcare - SAS Nagar,SAS Nagar,Phagwara,Gynecology,4.6,71.6,31.25,85.88,93,1346,14265
Healing Touch Healthcare - Pathankot,Pathankot,Pathankot,Nephrology,4.6,71.6,37.5,85.88,94,1347,14402
Shaheed Bhagat Singh Healthcare - Gurdaspur,Gurdaspur,Patiala,Nephrology,4.6,71.6,25.0,85.88,92,1348,14539
Sunrise Medical Centre - Nawanshahr,Nawanshahr,Barnala,Nephrology,4.6,71.6,43.75,85.88,93,1349,14676
Sunrise Hospital - Mansa,Mansa,Barnala,Ophthalmology,4.6,71.6,37.5,85.88,73,1350,14813
Lifeline Healthcare - Ludhiana,Ludhiana,Abohar,General Surgery,4.7,66.9,12.5,85.87,70,1351,14950
Apex Multispeciality Hospital - Mansa,Mansa,Firozpur,Gynecology,4.7,66.9,18.75,85.87,76,1352,15087
Sewa Healthcare - Nawanshahr,Nawanshahr,Mansa,Ophthalmology,4.7,66.9,12.5,85.87,62,1353,15224
Prime Care Hospital - Gurdaspur,Gurdaspur,Pathankot,General Surgery,4.6,71.5,37.5,85.85,80,1354,15361
Shaheed Bhagat Singh Healthcare - Malerkotla,Malerkotla,Ludhiana,Nephrology,4.6,71.5,31.25,85.85,95,1355,15498
Shivalik Multispeciality Hospital - Tarn Taran,Tarn Taran,Jalandhar,Oncology,4.6,71.5,25.0,85.85,79,1356,15635
Maharaja Ranjit Singh Medical Centre - Pathankot,Pathankot,Rupnagar,Pediatrics,4.6,71.5,37.5,85.85,93,1357,15772
Lifeline Medical Centre - Ferozepur,Ferozepur,Mansa,Urology,4.6,71.5,43.75,85.85,98,1358,15909
Shaheed Bhagat Singh Healthcare - Gurdaspur,Gurdaspur,Phagwara,Pulmonology,4.7,66.8,12.5,85.84,80,1359,16046
Medicare Hospital - Gurdaspur,Gurdaspur,Gurdaspur,Dermatology,4.6,71.4,31.25,85.82,93,1360,16183
Shivalik Hospital - Fazilka,Fazilka,Rupnagar,Dermatology,4.6,71.4,31.25,85.82,94,1361,16320
Fortune Medical Centre - Kapurthala,Kapurthala,Firozpur,ENT,4.6,71.4,37.5,85.82,95,1362,16457
Punjab Multispeciality Hospital - Muktsar,Muktsar,Abohar,Ophthalmology,4.6,71.4,31.25,85.82,74,1363,16594
Medicare Healthcare - Jalandhar,Jalandhar,Sangrur,General Medicine,4.6,71.3,43.75,85.79,98,1364,16731
Mata Kaushalya Healthcare - Bathinda,Bathinda,Bathinda,General Surgery,4.6,71.3,37.5,85.79,81,1365,16868
Maharaja Ranjit Singh Multispeciality Hospital - Gurdaspur,Gurdaspur,Mansa,Orthopedics,4.6,71.3,31.25,85.79,82,1366,17005
City Care Multispeciality Hospital - Fazilka,Fazilka,Bathinda,Pediatrics,4.6,71.3,31.25,85.79,94,1367,17142
Mata Kaushalya Healthcare - Mansa,Mansa,Bathinda,Pulmonology,4.6,71.3,25.0,85.79,86,1368,17279
Apex Healthcare - SAS Nagar,SAS Nagar,Phagwara,Neurology,4.5,75.9,43.75,85.77,116,1369,17416
Maharaja Ranjit Singh Multispeciality Hospital - Ludhiana,Ludhiana,Khanna,Dermatology,4.6,71.2,31.25,85.76,96,1370,17553
Medicare Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Rajpura,Dermatology,4.6,71.2,31.25,85.76,97,1371,17690
Sewa Healthcare - Faridkot,Faridkot,Muktsar,Dermatology,4.6,71.2,31.25,85.76,95,1372,17827
Punjab Healthcare - Malerkotla,Malerkotla,Mohali,General Surgery,4.6,71.2,43.75,85.76,82,1373,17964
Prime Care Hospital - Ferozepur,Ferozepur,Amritsar,Gynecology,4.6,71.2,31.25,85.76,95,1374,18101
Shivalik Multispeciality Hospital - Mansa,Mansa,Mansa,Gynecology,4.6,71.2,31.25,85.76,94,1375,18238
Prime Care Multispeciality Hospital - Kapurthala,Kapurthala,Mansa,Neurology,4.6,71.2,37.5,85.76,96,1376,18375
Mata Kaushalya Healthcare - Bathinda,Bathinda,Mansa,Pulmonology,4.6,71.2,25.0,85.76,87,1377,18512
City Care Hospital - Rupnagar,Rupnagar,Jalandhar,Urology,4.6,71.2,25.0,85.76,99,1378,18649
Lifeline Hospital - Gurdaspur,Gurdaspur,Nawanshahr,Gastroenterology,4.7,66.5,18.75,85.75,91,1379,18786
Punjab Healthcare - Ludhiana,Ludhiana,Phagwara,Ophthalmology,4.7,66.5,12.5,85.75,63,1380,18923
Shivalik Medical Centre - Barnala,Barnala,Abohar,Nephrology,4.5,75.8,50.0,85.74,120,1381,19060
Lifeline Hospital - Barnala,Barnala,Phagwara,Pediatrics,4.5,75.8,37.5,85.74,106,1382,19197
Guru Nanak Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Khanna,ENT,4.6,71.1,43.75,85.73,96,1383,19334
Maharaja Ranjit Singh Healthcare - Kapurthala,Kapurthala,Hoshiarpur,General Surgery,4.6,71.1,31.25,85.73,83,1384,19471
Fortune Multispeciality Hospital - Tarn Taran,Tarn Taran,Abohar,Nephrology,4.6,71.1,31.25,85.73,96,1385,19608
Lifeline Hospital - Rupnagar,Rupnagar,Phagwara,Nephrology,4.6,71.1,31.25,85.73,97,1386,19745
Sunrise Healthcare - Sangrur,Sangrur,Rajpura,Orthopedics,4.6,71.1,25.0,85.73,83,1387,19882
Medicare Healthcare - Mansa,Mansa,Abohar,Cardiology,4.6,71.0,37.5,85.7,102,1388,20019
Punjab Hospital - Tarn Taran,Tarn Taran,Malerkotla,Cardiology,4.6,71.0,31.25,85.7,104,1389,20156
Shivalik Hospital - Sangrur,Sangrur,Muktsar,Cardiology,4.6,71.0,37.5,85.7,103,1390,20293
Sunrise Healthcare - Hoshiarpur,Hoshiarpur,Mansa,Dermatology,4.6,71.0,31.25,85.7,98,1391,20430
Fortune Healthcare - Ferozepur,Ferozepur,Muktsar,Gynecology,4.6,71.0,25.0,85.7,96,1392,20567
Lifeline Multispeciality Hospital - Fazilka,Fazilka,Abohar,Gynecology,4.6,71.0,18.75,85.7,97,1393,20704
Mata Kaushalya Medical Centre - Patiala,Patiala,Sangrur,Nephrology,4.6,71.0,37.5,85.7,98,1394,20841
Punjab Medical Centre - Bathinda,Bathinda,Pathankot,Nephrology,4.6,71.0,37.5,85.7,99,1395,20978
Shivalik Hospital - Muktsar,Muktsar,Sangrur,Orthopedics,4.6,71.0,31.25,85.7,84,1396,21115
Fortune Multispeciality Hospital - Nawanshahr,Nawanshahr,Moga,Cardiology,4.6,70.9,31.25,85.67,105,1397,21252
Shivalik Hospital - Faridkot,Faridkot,Mansa,ENT,4.6,70.9,31.25,85.67,97,1398,21389
Apex Hospital - Amritsar,Amritsar,Ludhiana,General Medicine,4.6,70.9,31.25,85.67,100,1399,21526
Healing Touch Multispeciality Hospital - Sangrur,Sangrur,Rajpura,General Medicine,4.6,70.9,31.25,85.67,99,1400,21663
Healing Touch Multispeciality Hospital - Patiala,Patiala,Nawanshahr,Oncology,4.6,70.9,31.25,85.67,80,1401,21800
Prime Care Healthcare - Nawanshahr,Nawanshahr,Rupnagar,Ophthalmology,4.6,70.9,31.25,85.67,75,1402,21937
City Care Healthcare - Ferozepur,Ferozepur,Kapurthala,Orthopedics,4.6,70.9,37.5,85.67,85,1403,22074
Sunrise Hospital - Kapurthala,Kapurthala,Moga,Cardiology,4.6,70.8,31.25,85.64,106,1404,22211
Sunrise Healthcare - Patiala,Patiala,Rajpura,Nephrology,4.6,70.8,31.25,85.64,100,1405,22348
Lifeline Healthcare - Bathinda,Bathinda,Kapurthala,Neurology,4.6,70.8,31.25,85.64,98,1406,22485
Sewa Healthcare - Ferozepur,Ferozepur,Phagwara,Neurology,4.6,70.8,37.5,85.64,97,1407,22622
Prime Care Medical Centre - Ludhiana,Ludhiana,Kapurthala,Oncology,4.6,70.8,25.0,85.64,81,1408,22759
Fortune Medical Centre - Bathinda,Bathinda,Nawanshahr,Orthopedics,4.6,70.8,37.5,85.64,88,1409,22896
Healing Touch Hospital - Rupnagar,Rupnagar,Malerkotla,Orthopedics,4.6,70.8,31.25,85.64,86,1410,23033
Shivalik Healthcare - SAS Nagar,SAS Nagar,Mohali,Orthopedics,4.6,70.8,37.5,85.64,87,1411,23170
Shivalik Multispeciality Hospital - Barnala,Barnala,Barnala,Dermatology,4.7,66.1,6.25,85.63,84,1412,23307
Punjab Healthcare - Tarn Taran,Tarn Taran,Amritsar,Pediatrics,4.5,75.4,50.0,85.62,107,1413,23444
City Care Multispeciality Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Muktsar,Dermatology,4.6,70.7,31.25,85.61,99,1414,23581
Guru Nanak Hospital - Gurdaspur,Gurdaspur,Gurdaspur,ENT,4.6,70.7,25.0,85.61,98,1415,23718
Punjab Multispeciality Hospital - Sangrur,Sangrur,Hoshiarpur,Gastroenterology,4.6,70.7,37.5,85.61,109,1416,23855
Apex Hospital - Kapurthala,Kapurthala,Pathankot,General Medicine,4.6,70.7,31.25,85.61,101,1417,23992
Punjab Medical Centre - Fatehgarh Sahib,Fatehgarh Sahib,Sangrur,General Surgery,4.6,70.7,37.5,85.61,84,1418,24129
Healing Touch Medical Centre - Malerkotla,Malerkotla,Bathinda,Gynecology,4.6,70.7,31.25,85.61,99,1419,24266
Shaheed Bhagat Singh Healthcare - Tarn Taran,Tarn Taran,Sangrur,Gynecology,4.6,70.7,37.5,85.61,98,1420,24403
Sunrise Hospital - Bathinda,Bathinda,Nawanshahr,Oncology,4.6,70.7,25.0,85.61,82,1421,24540
Fortune Hospital - Malerkotla,Malerkotla,Bathinda,Ophthalmology,4.6,70.7,37.5,85.61,76,1422,24677
Mata Kaushalya Healthcare - Jalandhar,Jalandhar,Firozpur,Ophthalmology,4.6,70.7,31.25,85.61,77,1423,24814
City Care Medical Centre - Malerkotla,Malerkotla,Sangrur,Dermatology,4.6,70.6,31.25,85.58,100,1424,24951
Punjab Medical Centre - Faridkot,Faridkot,Khanna,ENT,4.6,70.6,37.5,85.58,99,1425,25088
Healing Touch Hospital - Muktsar,Muktsar,Pathankot,Nephrology,4.6,70.6,31.25,85.58,101,1426,25225
Lifeline Medical Centre - Faridkot,Faridkot,Phagwara,Nephrology,4.6,70.6,37.5,85.58,102,1427,25362
Sunrise Multispeciality Hospital - Kapurthala,Kapurthala,Amritsar,Nephrology,4.6,70.6,37.5,85.58,103,1428,25499
Healing Touch Multispeciality Hospital - Rupnagar,Rupnagar,Abohar,Neurology,4.6,70.6,31.25,85.58,99,1429,25636
Guru Nanak Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Khanna,Ophthalmology,4.6,70.6,25.0,85.58,78,1430,25773
Punjab Multispeciality Hospital - Muktsar,Muktsar,Abohar,Ophthalmology,4.6,70.6,25.0,85.58,79,1431,25910
Fortune Multispeciality Hospital - Mansa,Mansa,Mohali,Orthopedics,4.6,70.6,25.0,85.58,89,1432,26047
Prime Care Healthcare - SAS Nagar,SAS Nagar,Rupnagar,Pulmonology,4.6,70.6,31.25,85.58,88,1433,26184
Punjab Hospital - Ferozepur,Ferozepur,Patiala,Urology,4.6,70.6,37.5,85.58,100,1434,26321
Sewa Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Bathinda,Neurology,4.5,75.2,37.5,85.56,117,1435,26458
Medicare Multispeciality Hospital - Malerkotla,Malerkotla,Rupnagar,Cardiology,4.6,70.5,37.5,85.55,107,1436,26595
Mata Kaushalya Multispeciality Hospital - Ludhiana,Ludhiana,Hoshiarpur,Dermatology,4.6,70.5,37.5,85.55,101,1437,26732
Shaheed Bhagat Singh Healthcare - Jalandhar,Jalandhar,Sangrur,Dermatology,4.6,70.5,31.25,85.55,102,1438,26869
Fortune Multispeciality Hospital - Gurdaspur,Gurdaspur,Phagwara,ENT,4.6,70.5,25.0,85.55,100,1439,27006
Medicare Healthcare - Bathinda,Bathinda,Gurdaspur,Gynecology,4.6,70.5,37.5,85.55,101,1440,27143
Punjab Hospital - Bathinda,Bathinda,Gurdaspur,Gynecology,4.6,70.5,31.25,85.55,100,1441,27280
Punjab Healthcare - Fatehgarh Sahib,Fatehgarh Sahib,Nawanshahr,Pulmonology,4.6,70.5,37.5,85.55,89,1442,27417
City Care Healthcare - Patiala,Patiala,Jalandhar,General Surgery,4.5,75.1,37.5,85.53,102,1443,27554
Shaheed Bhagat Singh Hospital - Patiala,Patiala,Hoshiarpur,Gynecology,4.5,75.1,37.5,85.53,121,1444,27691
Punjab Medical Centre - Amritsar,Amritsar,Muktsar,Urology,4.5,75.1,43.75,85.53,114,1445,27828
Prime Care Multispeciality Hospital - Pathankot,Pathankot,Pathankot,Cardiology,4.6,70.4,37.5,85.52,108,1446,27965
Sewa Multispeciality Hospital - Malerkotla,Malerkotla,Patiala,ENT,4.6,70.4,31.25,85.52,101,1447,28102
Healing Touch Multispeciality Hospital - Tarn Taran,Tarn Taran,Patiala,Neurology,4.6,70.4,25.0,85.52,100,1448,28239
Fortune Multispeciality Hospital - Muktsar,Muktsar,Bathinda,Oncology,4.6,70.4,18.75,85.52,83,1449,28376
Medicare Healthcare - Sangrur,Sangrur,Sangrur,Ophthalmology,4.6,70.4,37.5,85.52,80,1450,28513
Sewa Medical Centre - Fazilka,Fazilka,Phagwara,Orthopedics,4.6,70.4,25.0,85.52,90,1451,28650
Prime Care Multispeciality Hospital - Ferozepur,Ferozepur,Moga,Pediatrics,4.6,70.4,31.25,85.52,95,1452,28787
Healing Touch Hospital - Faridkot,Faridkot,Khanna,Pulmonology,4.6,70.4,31.25,85.52,90,1453,28924
Mata Kaushalya Hospital - Tarn Taran,Tarn Taran,Barnala,Cardiology,4.7,65.7,12.5,85.51,85,1454,29061
Shivalik Medical Centre - Amritsar,Amritsar,Mansa,Pulmonology,4.7,65.7,12.5,85.51,81,1455,29198
Mata Kaushalya Healthcare - Faridkot,Faridkot,Patiala,Neurology,4.5,75.0,50.0,85.5,118,1456,29335
City Care Medical Centre - Malerkotla,Malerkotla,Bathinda,Cardiology,4.6,70.3,25.0,85.49,109,1457,29472
Maharaja Ranjit Singh Multispeciality Hospital - Tarn Taran,Tarn Taran,Mohali,Dermatology,4.6,70.3,37.5,85.49,103,1458,29609
Sunrise Healthcare - Hoshiarpur,Hoshiarpur,Pathankot,ENT,4.6,70.3,37.5,85.49,102,1459,29746
Apex Medical Centre - Hoshiarpur,Hoshiarpur,Barnala,Gastroenterology,4.6,70.3,25.0,85.49,110,1460,29883
Lifeline Hospital - Amritsar,Amritsar,Moga,Gynecology,4.6,70.3,37.5,85.49,102,1461,30020
Medicare Multispeciality Hospital - Amritsar,Amritsar,Mohali,Nephrology,4.6,70.3,37.5,85.49,104,1462,30157
Prime Care Healthcare - Moga,Moga,Gurdaspur,Ophthalmology,4.6,70.3,37.5,85.49,81,1463,30294
Guru Nanak Multispeciality Hospital - Pathankot,Pathankot,Mansa,Orthopedics,4.6,70.3,37.5,85.49,91,1464,30431
Shaheed Bhagat Singh Hospital - Mansa,Mansa,Pathankot,Pediatrics,4.6,70.3,31.25,85.49,96,1465,30568
City Care Healthcare - Pathankot,Pathankot,Malerkotla,Pulmonology,4.6,70.3,31.25,85.49,91,1466,30705
Shivalik Multispeciality Hospital - SAS Nagar,SAS Nagar,Moga,Nephrology,4.7,65.6,12.5,85.48,80,1467,30842
Apex Hospital - Ludhiana,Ludhiana,Jalandhar,General Surgery,4.5,74.9,37.5,85.47,103,1468,30979
Shaheed Bhagat Singh Hospital - Amritsar,Amritsar,Moga,Cardiology,4.6,70.2,31.25,85.46,110,1469,31116
Shivalik Hospital - Pathankot,Pathankot,Rajpura,Cardiology,4.6,70.2,31.25,85.46,111,1470,31253
Healing Touch Healthcare - Sangrur,Sangrur,Ludhiana,Gastroenterology,4.6,70.2,31.25,85.46,111,1471,31390
Guru Nanak Multispeciality Hospital - Sangrur,Sangrur,Moga,General Surgery,4.6,70.2,37.5,85.46,85,1472,31527
Lifeline Healthcare - Malerkotla,Malerkotla,Gurdaspur,Ophthalmology,4.6,70.2,37.5,85.46,83,1473,31664
Shivalik Medical Centre - Barnala,Barnala,Firozpur,Ophthalmology,4.6,70.2,31.25,85.46,82,1474,31801
Mata Kaushalya Medical Centre - Malerkotla,Malerkotla,Amritsar,Pulmonology,4.6,70.2,31.25,85.46,92,1475,31938
Sewa Multispeciality Hospital - SAS Nagar,SAS Nagar,Malerkotla,Urology,4.6,70.2,37.5,85.46,101,1476,32075
Prime Care Healthcare - Malerkotla,Malerkotla,Mansa,Dermatology,4.6,70.1,31.25,85.43,104,1477,32212
Medicare Medical Centre - Mansa,Mansa,Malerkotla,ENT,4.6,70.1,37.5,85.43,103,1478,32349
City Care Hospital - Pathankot,Pathankot,Pathankot,General Medicine,4.6,70.1,37.5,85.43,102,1479,32486
Lifeline Medical Centre - Mansa,Mansa,Moga,Gynecology,4.6,70.1,31.25,85.43,103,1480,32623
Apex Medical Centre - Malerkotla,Malerkotla,Nawanshahr,Nephrology,4.6,70.1,18.75,85.43,105,1481,32760
Sewa Hospital - Bathinda,Bathinda,Phagwara,Nephrology,4.6,70.1,37.5,85.43,106,1482,32897
Medicare Medical Centre - SAS Nagar,SAS Nagar,Amritsar,Urology,4.5,74.7,43.75,85.41,115,1483,33034
Healing Touch Medical Centre - Moga,Moga,Abohar,Cardiology,4.6,70.0,25.0,85.4,112,1484,33171
Apex Medical Centre - Tarn Taran,Tarn Taran,Amritsar,ENT,4.6,70.0,25.0,85.4,105,1485,33308
City Care Multispeciality Hospital - Faridkot,Faridkot,Patiala,ENT,4.6,70.0,31.25,85.4,104,1486,33445
Shaheed Bhagat Singh Healthcare - Moga,Moga,Sangrur,Gastroenterology,4.6,70.0,31.25,85.4,112,1487,33582
Fortune Medical Centre - Kapurthala,Kapurthala,Rajpura,General Surgery,4.6,70.0,37.5,85.4,86,1488,33719
Shivalik Multispeciality Hospital - Fazilka,Fazilka,Mansa,Nephrology,4.6,70.0,25.0,85.4,107,1489,33856
Prime Care Multispeciality Hospital - Barnala,Barnala,Nawanshahr,Neurology,4.6,70.0,31.25,85.4,101,1490,33993
Healing Touch Medical Centre - SAS Nagar,SAS Nagar,Mohali,Orthopedics,4.6,70.0,37.5,85.4,92,1491,34130
Punjab Medical Centre - Patiala,Patiala,Khanna,Urology,4.6,70.0,37.5,85.4,102,1492,34267
Punjab Healthcare - Gurdaspur,Gurdaspur,Jalandhar,Cardiology,4.6,69.9,31.25,85.37,113,1493,34404
Punjab Hospital - Ludhiana,Ludhiana,Rajpura,ENT,4.6,69.9,31.25,85.37,106,1494,34541
Guru Nanak Healthcare - Fazilka,Fazilka,Malerkotla,General Medicine,4.6,69.9,37.5,85.37,103,1495,34678
Maharaja Ranjit Singh Hospital - Ferozepur,Ferozepur,Ludhiana,Gynecology,4.6,69.9,37.5,85.37,104,1496,34815
Fortune Medical Centre - Kapurthala,Kapurthala,Sangrur,Oncology,4.6,69.9,25.0,85.37,84,1497,34952
Guru Nanak Medical Centre - Ludhiana,Ludhiana,Khanna,Oncology,4.6,69.9,25.0,85.37,85,1498,35089
Apex Hospital - Gurdaspur,Gurdaspur,Bathinda,Pediatrics,4.6,69.9,25.0,85.37,97,1499,35226
City Care Hospital - Tarn Taran,Tarn Taran,Mohali,Pulmonology,4.6,69.9,25.0,85.37,93,1500,35363
Maharaja Ranjit Singh Healthcare - Jalandhar,Jalandhar,Patiala,Dermatology,4.6,69.8,31.25,85.34,105,1501,35500
Lifeline Healthcare - Ferozepur,Ferozepur,Phagwara,ENT,4.6,69.8,25.0,85.34,107,1502,35637
Lifeline Hospital - Ludhiana,Ludhiana,Ludhiana,Neurology,4.6,69.8,37.5,85.34,102,1503,35774
Lifeline Healthcare - Ludhiana,Ludhiana,Jalandhar,Orthopedics,4.6,69.8,18.75,85.34,94,1504,35911
Punjab Multispeciality Hospital - Malerkotla,Malerkotla,Barnala,Orthopedics,4.6,69.8,37.5,85.34,93,1505,36048
City Care Medical Centre - Pathankot,Pathankot,Kapurthala,Pediatrics,4.6,69.8,37.5,85.34,98,1506,36185
Healing Touch Hospital - Kapurthala,Kapurthala,Amritsar,Orthopedics,4.5,74.4,37.5,85.32,106,1507,36322
Sunrise Healthcare - Tarn Taran,Tarn Taran,Sangrur,Orthopedics,4.5,74.4,37.5,85.32,107,1508,36459
Mata Kaushalya Multispeciality Hospital - Kapurthala,Kapurthala,Moga,Cardiology,4.6,69.7,31.25,85.31,114,1509,36596
Medicare Hospital - Nawanshahr,Nawanshahr,Mansa,Cardiology,4.6,69.7,25.0,85.31,116,1510,36733
Medicare Medical Centre - Jalandhar,Jalandhar,Patiala,Cardiology,4.6,69.7,25.0,85.31,115,1511,36870
Guru Nanak Multispeciality Hospital - Moga,Moga,Abohar,Dermatology,4.6,69.7,25.0,85.31,106,1512,37007
Medicare Hospital - Amritsar,Amritsar,Bathinda,ENT,4.6,69.7,25.0,85.31,108,1513,37144
Medicare Hospital - Kapurthala,Kapurthala,Sangrur,ENT,4.6,69.7,18.75,85.31,109,1514,37281
Medicare Hospital - Fatehgarh Sahib,Fatehgarh Sahib,Sangrur,General Medicine,4.6,69.7,25.0,85.31,105,1515,37418
Medicare Hospital - Mansa,Mansa,Pathankot,General Medicine,4.6,69.7,18.75,85.31,104,1516,37555
